BOSER,TORRES,PERRY,PRIGG,BACHER,MULTARI,SHEEHAN,RIEGER,OTTAWAY,DAVID,WASHABAUGH,SOLOMON,CORBIN-JOHNSON,MARINO,MALIK,QUICK,KELLY,BOYLE,HALCOVAGE,HOEFFEL,KING,HERSCHEL,JOYCE,FEIGL-DING,JOHNSON, LAWRENCE,HALVORSON,DAUGHERTY,DEAN CUNNANE ,BROWNING,RESCHENTHALER,LI,WRIGHT,MCCAULEY,LUNKENHEIMER,DOYLE,REDDICK,NOTHSTEIN,MCLINKO,MORGANELLI,HOULAHAN,KIRKLAND,LAMB,ARATA,SACCONE ,MEUSER,WALLACE,SCANLON,FITZPATRICK,EDWARDS,VITALI,ROTHFUS,WILD,GOODMAN,WEGMAN,BROOKS,DINICOLA,FRIEDENBERG,RUGGLES,LAZER,MASTRIANO,CARTWRIGHT,KUNIEGEL,SEDLOCK,CHRIN,HORNBERGER,EVANS,CLARK,EICHELBERGER ,BLOOM,UEHLINGER,PETERS,SMUCKER,WOLFF,SCOTT,HOWE,KIM,BEILER,LEIB,THOMPSON,BOERIO,JODUN,SCHOOLEY,DAVIDSON
50,100,100,25,33.33,33.33,10,33.33,100,100,12.5,25,25,50,50,33.33,100,50,33.33,33.33,100,50,12.5,25,50,50,12.5,16.67,33.33,50,50,10,10,100,10,50,33.33,50,50,16.67,100,10,100,10,50,33.33,33.33,10,50,16.67,10,100,16.67,33.33,33.33,50,33.33,50,16.67,10,12.5,100,33.33,25,33.33,12.5,50,16.67,12.5,12.5,33.33,33.33,50,33.33,25,25,100,50,100,100,25,50,12.5,10
