BOSER,TORRES,PERRY,PRIGG,BACHER,MULTARI,SHEEHAN,RIEGER,OTTAWAY,DAVID,WASHABAUGH,SOLOMON,CORBIN-JOHNSON,MARINO,MALIK,QUICK,KELLY,BOYLE,HALCOVAGE,HOEFFEL,KING,HERSCHEL,JOYCE,FEIGL-DING,JOHNSON, LAWRENCE,HALVORSON,DAUGHERTY,DEAN CUNNANE ,BROWNING,RESCHENTHALER,LI,WRIGHT,MCCAULEY,LUNKENHEIMER,DOYLE,REDDICK,NOTHSTEIN,MCLINKO,MORGANELLI,HOULAHAN,KIRKLAND,LAMB,ARATA,SACCONE ,MEUSER,WALLACE,SCANLON,FITZPATRICK,EDWARDS,VITALI,ROTHFUS,WILD,GOODMAN,WEGMAN,BROOKS,DINICOLA,FRIEDENBERG,RUGGLES,LAZER,MASTRIANO,CARTWRIGHT,KUNIEGEL,SEDLOCK,CHRIN,HORNBERGER,EVANS,CLARK,EICHELBERGER ,BLOOM,UEHLINGER,PETERS,SMUCKER,WOLFF,SCOTT,HOWE,KIM,BEILER,LEIB,THOMPSON,BOERIO,JODUN,SCHOOLEY,DAVIDSON
14,1,3,4,2,5,4,5,10,2,10,4,3,14,2,8,5,1,8,2,2,14,10,3,1,1,10,3,2,3,4,4,4,2,4,1,2,3,14,3,2,4,3,4,4,8,2,4,2,3,4,3,3,2,8,1,5,14,3,4,10,5,5,4,5,10,1,3,10,10,8,5,2,8,3,3,4,2,1,14,4,14,10,4
